id,text,explanation,tag
413,COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"The claims as if AIDS and COVID-19 are man-made viruses lack scientific evidence. A conspiracy theory as if AIDS was made in a lab was first spread by KGB during the Soviet period to promote anti-American sentiments; the operation is known under the codename Infection. Later, Yevgeny Primakov also acknowledged it. Commenting on the conspiracy theory about the Pentagon allegedly collecting biological samples of Russians in 2017, Capt. Beau Downey of the U.S. Air Force clarified that the research aimed to identify various biomarkers associated with injury, adding that the first group of samples were sourced from individuals of Russian descent and to continue the research, similar samples were required.",FALSE
414,Instagram users claim that the family of nurse Tiffany Dover have confirmed her death and created a memorial IG profile,Tha family has neither confirmed the death not created the IG profile. The hospital denied the death.,FALSE
415,The Department of Health (DOH) said that children can't visit their godparents houses during Christmas amid the COVID-19 pandemic.,The DOH did not say that children cannot visit their godparents during the holidays.,FALSE
416,"To say that masks are not harmful, and it was harmful to walk through the mountains and parks, one should not be retarded, one should not be an imbecile, ones brain should be dried out. I pity those who listen to the crazy measures of the commission.","Contrary to what this manipulative content advocates, the views of our health authorities, as well as the recommendations of the World Health Organization (WHO) clearly suggest that masks are extremely important to protect against coronavirus and to prevent the spread of the disease. According to more expert international sources, wearing masks is not harmful - it does not cause pleurisy, nor cancer, nor does it reduce the pH level of the blood.",FALSE
417,"Those links between Wuhan lab and pharma, bill gates show there is a conspiracy",Those links are false,FALSE
418,The PCR tests touch the cririform plaque in the brain so as to transmit nanoparticles,"It does not, says experts",FALSE
419,Secretary of Health in Mexico published a list of people who cannot be vaccinated,The Ministry of Health denied having issued the document,FALSE
420,"1,000 deaths discovered after vaccination against COVID-19 in England",It is a publication of a satirical website. It even warns that it is a joke,FALSE
421,Alternative medicine advocate Amit Akta's claims about COVID-19 vaccines,"Emit Akta has no expertise in microbiology or infectious diseases, and what he says contradicts the scientific facts.",FALSE
422,Australian vaccine against COVID-19 infects people with HIV,"Australia's COVID-19 vaccine has stopped its trials after detecting false positives for HIV, not for infecting volunteers",FALSE
423,A television report about violence breaking out at a US hospital after patients were vaccinated against the novel coronavirus.,"The photo in the purported report has circulated online since February 2019 in reports about US gun violence, one year before the coronavirus pandemic. The image has been manipulated for comedic effect to include a false chyron and has been shared on joke websites.",FALSE
424,Australian vaccine for COVID-19 gave volunteers HIV,Volunteers were tested but had false positive for the autoimmune disease,FALSE
425,US Speaker of the House Nancy Pelosi and US Vice President Mike Pence pretended to receive Covid-19 vaccines using syringes that had caps over the needles.,Images of the two politicians being vaccinated show that the needles were uncovered when the shots were administered.,FALSE
426,US Vice President Mike Pence faked receiving a Covid-19 vaccine using a syringe that had the needle covered by a cap.,An image of Pence being vaccinated shows that the needle was exposed.,FALSE
427,"An article published in a blog by the Centers for Disease Control and Prevention (CDC) indicated that SARS-CoV-2 ""has not been isolated and that", The virus itself was isolated in laboratories and its genetic code was published in March by the Shanghai Clinical Center for Public Health and School of Public Health on GenBank.,FALSE
428,A post claims that the nurse who fainted after getting the COVID-19 vaccine died,"On December 17, an American nurse passed out before the cameras minutes after receiving the COVID-19 vaccine. The hospital has already denied her death. There are photos and videos of the living nurse and she explained that she suffers from a pre-existing medical condition for which she often faints.",FALSE
